Origin,Destination,Distance (km),Travel Time (hours),Bus Number,Departure Time,Intermediate Stops
Dundee,Huddersfield,286,3.6,PJN175,07:53,"Coventry, Bedford"
Dundee,Slough,371,2.4,GYA948,23:28,"Warrington, Cambridge"
Dundee,Basildon,88,4.7,ZCK736,02:11,"Warrington, Basildon, York, London"
Dundee,Chelmsford,441,3.0,AOH690,03:56,"Swansea, Coventry, Glasgow, Exeter, Bournemouth"
Dundee,Colchester,75,5.7,JQC696,02:58,
Dundee,Derry,469,4.7,ORB226,07:41,"Luton, Manchester, Blackpool, Derry"
Dundee,Woking,427,1.9,SOU775,07:24,Nottingham
Dundee,Rotherham,473,2.2,HOE453,18:53,
Dundee,Bedford,272,5.7,FYN719,03:06,"Cardiff, Rotherham"
Inverness,London,146,5.5,VHZ917,08:48,"Peterborough, Woking, Bedford"
Inverness,Manchester,460,5.2,FUC644,13:28,"Birmingham, Manchester, Nottingham, Chelmsford, Belfast"
Inverness,Birmingham,94,1.9,RKL485,16:53,
Inverness,Liverpool,90,5.3,UMC591,20:57,"Nottingham, Liverpool, Blackpool, London, Edinburgh"
Inverness,Leeds,309,5.9,SMR121,18:13,Blackpool
Inverness,Sheffield,393,3.9,PIV130,19:19,Stoke-on-Trent
Inverness,Bristol,158,4.2,GIA704,06:22,
Inverness,Glasgow,310,4.3,YOH209,06:15,"Plymouth, Manchester"
Inverness,Edinburgh,251,4.9,XDF779,07:12,
Inverness,Cardiff,104,4.7,FCH898,07:57,Luton
Inverness,Belfast,434,3.0,OSU751,20:43,Blackpool
Inverness,Newcastle,231,2.3,TDR458,10:54,Exeter
Inverness,Southampton,474,1.8,BZS188,00:13,"Aberdeen, Leicester, Middlesbrough, Reading, Newcastle"
Inverness,Portsmouth,308,5.3,LEQ757,09:37,"Edinburgh, Newport"
Inverness,Nottingham,381,2.9,TIL999,17:17,"London, Leeds, Reading, Nottingham"
Inverness,Brighton,149,5.5,IFQ157,16:51,"Dundee, Leeds, Middlesbrough, Warrington"
Inverness,Leicester,315,3.6,JUE167,05:36,"Cambridge, Bournemouth, Swansea, Manchester"
Inverness,Oxford,91,2.1,FJX989,09:12,"Portsmouth, Inverness, Colchester, Peterborough, Swansea"
Inverness,Cambridge,125,2.1,NRE296,12:48,
Inverness,York,95,3.3,TCU475,17:12,"Swansea, Slough, Plymouth"
Inverness,Aberdeen,180,2.6,IMK173,18:50,"Stoke-on-Trent, Woking, Middlesbrough, Luton, Newcastle"
Inverness,Dundee,332,3.2,TOU710,23:57,"Reading, Edinburgh"
Inverness,Exeter,58,5.0,BHT237,10:48,Basildon
Inverness,Plymouth,283,4.6,HKZ884,16:30,"Inverness, Woking, Slough"
Inverness,Swansea,343,4.1,ZUT850,23:52,Aberdeen
Inverness,Newport,480,5.6,DJZ721,03:22,
Inverness,Coventry,341,4.4,IKY245,14:00,
Inverness,Stoke-on-Trent,489,3.3,MMC432,01:13,"Birmingham, Reading, Plymouth, Coventry"
Inverness,Wolverhampton,99,1.1,RFH272,20:40,
Inverness,Derby,276,2.9,MLA454,06:53,
Inverness,Norwich,68,1.8,YGS672,12:30,Aberdeen
Inverness,Blackpool,70,3.3,BCV453,22:10,
Inverness,Middlesbrough,234,5.7,SGQ247,09:29,"Newcastle, Coventry"
Inverness,Bournemouth,255,3.8,QXW727,01:41,"Luton, Brighton, Newport, Warrington"
Inverness,Luton,323,3.6,QYM845,05:12,Wolverhampton
Inverness,Reading,372,3.1,GJQ759,23:11,"Bedford, Brighton"
Inverness,Warrington,224,2.1,YXJ762,18:21,"Peterborough, Bournemouth, York"
Inverness,Peterborough,467,1.5,BUG382,10:16,"Belfast, York, Southampton, Middlesbrough"
Inverness,Huddersfield,454,2.0,TEC847,10:38,Aberdeen
Inverness,Slough,349,3.1,PXZ209,03:57,
Inverness,Basildon,489,4.6,BCF572,14:27,
Inverness,Chelmsford,269,1.3,SNL613,12:39,"Cardiff, Colchester, Oxford, Belfast, Dundee"
Inverness,Colchester,326,2.2,GHK938,21:17,"Swansea, Peterborough, Blackpool"
Inverness,Derry,430,1.9,OUB434,06:09,"Basildon, London"
Inverness,Woking,366,5.0,QJO537,11:03,
Inverness,Rotherham,500,1.1,CYS428,07:25,"Middlesbrough, Slough, Glasgow, Liverpool"
Inverness,Bedford,245,2.4,RGX622,05:28,"Plymouth, Peterborough, Birmingham, Inverness"
Exeter,London,151,2.5,LAX677,16:58,"Newport, Reading, Basildon, Wolverhampton, Stoke-on-Trent"
Exeter,Manchester,198,3.1,SZC623,03:06,
Exeter,Birmingham,480,1.3,WSH130,05:25,Aberdeen
Exeter,Liverpool,407,5.8,TWI828,01:23,"Luton, Rotherham, Cambridge, Edinburgh, Huddersfield"
Exeter,Leeds,470,4.9,REN612,18:18,Newcastle
Exeter,Sheffield,171,1.7,RYE538,07:39,"Leeds, London"
Exeter,Bristol,282,2.9,ZWQ882,01:12,"Brighton, Slough, Rotherham, Plymouth, Leeds"
Exeter,Glasgow,104,3.6,EYD685,11:42,"Exeter, Newcastle"
Exeter,Edinburgh,346,4.7,QJN819,07:45,Aberdeen
Exeter,Cardiff,216,0.8,VNN506,21:20,"York, Oxford, Birmingham, Derry, Luton"
Exeter,Belfast,318,4.6,GIV463,08:54,"Stoke-on-Trent, Exeter, Glasgow, Reading, Inverness"
Exeter,Newcastle,338,5.6,PBM174,01:46,
Exeter,Southampton,174,1.4,TPX543,14:12,"Blackpool, Wolverhampton, Derry, Glasgow"
Exeter,Portsmouth,177,3.1,RZW859,09:26,Coventry
Exeter,Nottingham,83,1.3,GZN995,21:40,"Aberdeen, Leicester, Luton, Woking, Colchester"
Exeter,Brighton,252,4.0,YBM648,01:19,"Exeter, Slough"
Exeter,Leicester,411,3.5,KFA165,09:53,"Coventry, Leicester, Derry, Norwich, Swansea"
Exeter,Oxford,478,5.5,QGO499,23:11,Cardiff
Exeter,Cambridge,215,4.8,MLL466,19:36,"Leeds, Leicester, Blackpool, Bristol"
Exeter,York,279,0.6,UTD102,07:49,
Exeter,Aberdeen,479,1.6,ZLL157,09:58,"Dundee, Woking"
Exeter,Dundee,162,0.7,XVK336,01:49,"Derry, Glasgow, Newport, Blackpool"
Exeter,Inverness,145,3.2,HRE102,18:08,
Exeter,Plymouth,421,3.5,LBP359,22:05,"Derby, Newcastle"
Exeter,Swansea,314,4.7,ESB589,17:13,"Exeter, Woking"
Exeter,Newport,106,5.0,WZU286,21:47,"Brighton, Portsmouth, Southampton"
Exeter,Coventry,413,1.4,CAA754,15:02,"Blackpool, Woking"
Exeter,Stoke-on-Trent,427,4.4,FTR647,01:17,"Derby, Basildon, Norwich, Peterborough, Oxford"
Exeter,Wolverhampton,345,4.4,GFE442,03:32,
Exeter,Derby,284,1.8,CQQ866,01:01,"Derby, Birmingham, London"
Exeter,Norwich,220,5.8,MHC388,18:24,"Portsmouth, Basildon, Swansea, Middlesbrough, Warrington"
Exeter,Blackpool,305,2.2,IPM692,16:19,Norwich
Exeter,Middlesbrough,320,3.9,XFC177,00:26,Cambridge
Exeter,Bournemouth,86,5.7,YFZ801,06:26,"Colchester, Inverness, Birmingham"
Exeter,Luton,285,2.6,OYC560,14:03,"Brighton, Belfast, Southampton, Chelmsford"
Exeter,Reading,402,2.7,ARC983,13:01,Chelmsford
Exeter,Warrington,213,2.7,MQH472,09:15,"Reading, Colchester"
Exeter,Peterborough,316,1.6,HGO308,05:22,"Wolverhampton, Norwich, Exeter, Swansea"
Exeter,Huddersfield,255,4.4,OXP679,11:21,"Manchester, Glasgow"
Exeter,Slough,109,3.3,TAO261,17:16,"Sheffield, Bedford, Portsmouth, Oxford, Nottingham"
Exeter,Basildon,416,1.1,BZJ417,07:33,"Newcastle, Cambridge, Brighton"
Exeter,Chelmsford,233,5.2,VFS942,23:02,"Derby, Cambridge, Exeter, Coventry"
Exeter,Colchester,174,6.0,OYV381,23:42,
Exeter,Derry,422,5.6,TAH272,11:01,
Exeter,Woking,70,2.3,VCM365,01:13,"Cardiff, Norwich, Portsmouth, Aberdeen, Stoke-on-Trent"
Exeter,Rotherham,178,3.3,HYB103,00:14,Luton
Exeter,Bedford,162,4.0,CBV156,11:30,
Plymouth,London,100,1.6,ITX822,18:48,
Plymouth,Manchester,79,4.7,OXK343,01:00,"Southampton, Edinburgh"
Plymouth,Birmingham,272,1.5,GWS640,06:35,"Portsmouth, Cambridge"
Plymouth,Liverpool,260,1.3,ZSG773,21:51,"Cambridge, Cardiff"
Plymouth,Leeds,116,3.6,EAD959,23:47,"Brighton, Oxford, Sheffield, York"
Plymouth,Sheffield,305,3.9,OFD581,15:02,
Plymouth,Bristol,318,3.1,CCU481,22:09,"Liverpool, Newcastle, Exeter, Bedford, Rotherham"
Plymouth,Glasgow,214,4.1,WDG221,07:03,"Cardiff, Portsmouth, Dundee, Oxford"
Plymouth,Edinburgh,190,4.9,YYC693,20:02,
Plymouth,Cardiff,133,4.4,SOV424,21:40,"Plymouth, Derby, Aberdeen"
Plymouth,Belfast,311,2.5,SYD380,14:20,"Edinburgh, Norwich"
Plymouth,Newcastle,445,5.8,CLN450,23:44,"Leicester, Edinburgh, York, Bournemouth"
Plymouth,Southampton,467,4.5,OQC765,07:22,"Belfast, Norwich, Rotherham, Nottingham"
Plymouth,Portsmouth,51,1.6,VVB511,14:31,"Exeter, Swansea, Liverpool, Bristol, Plymouth"
Plymouth,Nottingham,488,2.8,NVV277,14:38,"Manchester, York, Swansea, London, Bournemouth"
Plymouth,Brighton,479,3.2,FHH787,13:10,Edinburgh
Plymouth,Leicester,407,3.2,EWU998,01:04,
Plymouth,Oxford,247,5.7,NBE504,09:51,"Cambridge, Warrington, Exeter, Manchester, Sheffield"
Plymouth,Cambridge,134,3.5,UXZ599,19:18,"Basildon, London, York, Manchester, Bedford"
Plymouth,York,304,0.8,TOD372,19:51,"Slough, Leeds, Woking"
Plymouth,Aberdeen,227,2.2,WUC499,11:17,Derry
Plymouth,Dundee,277,2.6,AGX408,05:55,"Brighton, Newport, Nottingham"
Plymouth,Inverness,225,4.2,TFO933,02:42,
Plymouth,Exeter,295,3.3,APQ653,16:41,Middlesbrough
Plymouth,Swansea,225,4.0,AWA630,09:00,"Cambridge, Chelmsford, Brighton, Exeter"
Plymouth,Newport,295,2.2,SMD577,07:39,"Belfast, Plymouth, Liverpool, Derby, Portsmouth"
Plymouth,Coventry,53,3.5,ZJV576,05:25,"Edinburgh, Belfast"
Plymouth,Stoke-on-Trent,452,1.0,HFD482,02:13,"Chelmsford, Derry, Rotherham, York, Belfast"
Plymouth,Wolverhampton,317,3.6,JCS374,17:32,
Plymouth,Derby,284,3.3,FYF601,11:33,
Plymouth,Norwich,391,4.7,BJA568,08:20,Leeds
Plymouth,Blackpool,352,0.7,AYE641,04:57,"Newcastle, Chelmsford, Stoke-on-Trent, Cardiff"
Plymouth,Middlesbrough,398,4.2,MNA872,03:23,
Plymouth,Bournemouth,442,2.9,UJZ548,03:43,"Colchester, Swansea"
Plymouth,Luton,485,3.8,PTN766,08:10,"Coventry, Bedford, Southampton, Colchester, Warrington"
Plymouth,Reading,400,2.2,NPG778,03:30,"Middlesbrough, Stoke-on-Trent"
Plymouth,Warrington,126,2.5,DKR769,23:38,"Middlesbrough, Aberdeen"
Plymouth,Peterborough,240,0.9,ZXO403,20:12,"Blackpool, Newcastle, Leeds, Belfast, Newport"
Plymouth,Huddersfield,76,1.9,IDF370,15:34,"Edinburgh, Manchester, Leeds"
Plymouth,Slough,323,2.3,WAW678,07:37,
Plymouth,Basildon,327,6.0,LNR533,02:51,"Southampton, Cardiff"
Plymouth,Chelmsford,435,3.1,UYD872,23:57,Plymouth
Plymouth,Colchester,252,5.6,HWX562,22:55,"York, Belfast"
Plymouth,Derry,57,4.2,XET329,16:35,"Bristol, Chelmsford, Sheffield"
Plymouth,Woking,253,0.9,NQM822,19:41,"Reading, Nottingham"
Plymouth,Rotherham,492,1.0,QSE876,08:01,"Cardiff, Dundee"
Plymouth,Bedford,244,2.3,TSS602,09:33,"Exeter, Derby"
Swansea,London,83,1.3,YFY870,20:26,
Swansea,Manchester,384,2.9,ORD918,22:00,"Coventry, Aberdeen"
Swansea,Birmingham,228,4.9,MFY360,09:05,Basildon
Swansea,Liverpool,467,1.8,CID767,02:38,"Aberdeen, Slough, Bedford"
Swansea,Leeds,478,3.2,DXS485,02:10,
Swansea,Sheffield,368,5.6,ESC561,23:59,Slough
Swansea,Bristol,269,3.2,NBK921,17:06,
Swansea,Glasgow,412,5.8,UVV154,15:08,
Swansea,Edinburgh,316,5.1,WGT763,10:57,"Dundee, Reading"
Swansea,Cardiff,297,3.6,PLF911,21:25,"Cardiff, Blackpool, Basildon"
Swansea,Belfast,282,5.0,ZHV204,23:56,
Swansea,Newcastle,315,4.6,DQH338,07:17,
Swansea,Southampton,289,4.6,OGW685,16:34,
Swansea,Portsmouth,172,1.0,YNJ525,00:07,London
Swansea,Nottingham,212,1.5,ELJ710,19:17,"Reading, Rotherham"
Swansea,Brighton,160,2.4,JNH531,23:57,"Reading, Bedford"
Swansea,Leicester,459,3.8,IDP331,02:27,"Colchester, Aberdeen"
Swansea,Oxford,80,5.0,HZL360,12:27,Southampton
Swansea,Cambridge,258,5.0,GSV991,23:13,"Wolverhampton, Huddersfield, Birmingham"
Swansea,York,266,3.8,TYB622,12:29,"Bristol, Coventry, Exeter, Stoke-on-Trent"
Swansea,Aberdeen,394,4.6,TBH164,19:49,"Bristol, Cambridge, Stoke-on-Trent, York, Cardiff"
Swansea,Dundee,280,5.9,TMP455,22:08,"Liverpool, Dundee, Derby, Middlesbrough, Luton"
Swansea,Inverness,462,2.8,AED587,12:53,"Newcastle, Belfast"
Swansea,Exeter,139,3.8,MTH828,02:37,"Bedford, Cambridge, Bournemouth, Cardiff"
Swansea,Plymouth,408,2.4,JNU247,21:41,"Brighton, Huddersfield"
Swansea,Newport,129,2.5,TYU646,00:54,
Swansea,Coventry,169,1.5,KSR777,15:30,"Leicester, Belfast, York, Rotherham"
Swansea,Stoke-on-Trent,478,5.0,MPL201,15:25,Edinburgh
Swansea,Wolverhampton,402,3.5,OCI539,13:43,"Stoke-on-Trent, Nottingham, Derby"
Swansea,Derby,435,2.9,TYJ213,03:34,Bedford
Swansea,Norwich,165,0.9,UHO863,07:08,"Huddersfield, Portsmouth"
Swansea,Blackpool,468,1.9,WSH776,15:03,
Swansea,Middlesbrough,428,2.9,KHD144,22:32,Woking
Swansea,Bournemouth,139,1.2,DZA761,04:10,
Swansea,Luton,220,2.6,NSK735,03:49,"Nottingham, Inverness"
Swansea,Reading,367,4.1,PNV249,02:11,"Brighton, Portsmouth, Wolverhampton, Aberdeen, Plymouth"
Swansea,Warrington,199,3.1,DMW182,03:36,Glasgow
Swansea,Peterborough,105,3.0,XSV701,13:18,"Warrington, Bournemouth"
Swansea,Huddersfield,326,4.6,RTT609,02:11,"Inverness, Basildon, Slough, Aberdeen"
Swansea,Slough,324,1.5,NCU978,06:52,"Belfast, Derry, Reading, Edinburgh"
Swansea,Basildon,276,3.6,MSF966,01:52,
Swansea,Chelmsford,101,0.5,WST149,18:58,"Bedford, Middlesbrough"
Swansea,Colchester,275,2.5,NGG633,12:39,"Stoke-on-Trent, Bournemouth, Peterborough"
Swansea,Derry,434,3.7,YIL253,09:51,"Colchester, London"
Swansea,Woking,100,5.1,EYB121,00:50,"Inverness, Stoke-on-Trent, Edinburgh, Glasgow"
Swansea,Rotherham,488,1.8,LDS736,14:11,Reading
Swansea,Bedford,289,5.9,HVG873,11:46,"Portsmouth, Swansea"
Newport,London,238,5.3,EVE655,05:08,
Newport,Manchester,396,5.5,FPW651,18:17,"Blackpool, Bedford, Bournemouth, Portsmouth, Middlesbrough"
Newport,Birmingham,378,4.9,QWH310,01:00,"Derry, Colchester, Plymouth, Stoke-on-Trent, Aberdeen"
Newport,Liverpool,393,3.9,PWR735,19:32,
Newport,Leeds,366,5.8,VSP741,08:16,London
Newport,Sheffield,466,5.2,JXG415,11:17,
Newport,Bristol,273,2.2,UGJ581,02:27,
Newport,Glasgow,138,5.7,UWP411,06:39,"Reading, Swansea"
Newport,Edinburgh,442,0.8,MIH901,12:26,"Cambridge, Woking"
Newport,Cardiff,409,1.0,DBI111,00:54,"Woking, Inverness, Nottingham, Exeter, Reading"
Newport,Belfast,168,1.5,XRZ889,05:47,"Woking, Basildon, Coventry, Swansea, Newcastle"
Newport,Newcastle,300,3.4,ZIM121,04:12,"Norwich, Middlesbrough, Plymouth, Leicester"
Newport,Southampton,276,5.9,KTO689,14:03,"Liverpool, Rotherham, Bedford"
Newport,Portsmouth,336,4.5,BBA398,13:59,"Bristol, Slough, Southampton"
Newport,Nottingham,109,5.8,XEN745,23:17,Oxford
Newport,Brighton,68,3.9,ACD786,05:18,Bournemouth
Newport,Leicester,318,4.1,HER932,09:40,Liverpool
Newport,Oxford,392,2.4,ZAV456,19:44,"Belfast, Wolverhampton"
Newport,Cambridge,180,4.0,LKF245,18:54,
Newport,York,145,0.9,NGG826,13:44,"Cambridge, Woking"
Newport,Aberdeen,251,2.6,VLP423,19:00,
Newport,Dundee,358,4.9,BLN625,01:48,Birmingham
Newport,Inverness,250,1.0,FOT211,16:13,"Cardiff, Colchester"
Newport,Exeter,439,1.8,YFN727,14:05,
Newport,Plymouth,282,3.0,JOL999,01:23,
Newport,Swansea,212,4.6,ZEX703,19:23,
Newport,Coventry,60,2.9,VSW177,07:24,Blackpool
Newport,Stoke-on-Trent,419,4.7,SXP582,21:56,"Oxford, Norwich, Liverpool, Cardiff, Swansea"
Newport,Wolverhampton,490,1.8,CYO579,23:11,"Middlesbrough, Swansea"
Newport,Derby,303,2.6,SXL980,17:26,Belfast
Newport,Norwich,208,2.6,VFI974,05:37,"Dundee, Woking, Rotherham"
Newport,Blackpool,380,3.7,ZEX821,23:52,"Newcastle, Edinburgh, Southampton, Brighton, Portsmouth"
Newport,Middlesbrough,484,1.0,OBZ973,10:31,"London, Sheffield, Luton, Liverpool"
Newport,Bournemouth,253,2.5,ECH470,16:10,"Luton, Southampton, Huddersfield, Glasgow, Brighton"
Newport,Luton,264,3.9,SEP523,23:38,"Aberdeen, Wolverhampton, Luton"
Newport,Reading,364,5.0,QLC822,18:49,"Dundee, Swansea, Chelmsford, Cambridge"
Newport,Warrington,287,4.5,HKZ433,12:46,"Edinburgh, Inverness, Bristol, Norwich"
Newport,Peterborough,345,5.5,YNA925,22:54,"Newport, Basildon, Aberdeen, Middlesbrough, Plymouth"
Newport,Huddersfield,232,4.7,VJR103,11:36,
Newport,Slough,447,1.9,ZTE428,05:42,"Derry, Swansea, Huddersfield, Sheffield, Plymouth"
Newport,Basildon,213,2.5,HPK401,15:35,Huddersfield
Newport,Chelmsford,105,1.7,HCB700,14:05,
Newport,Colchester,488,5.1,RRN633,04:57,"Blackpool, Slough"
Newport,Derry,98,4.3,LGM641,08:48,"Cardiff, Blackpool"
Newport,Woking,297,5.2,NKE664,03:47,
Newport,Rotherham,394,5.6,LET965,03:58,"Blackpool, Portsmouth, Glasgow, Derry, Luton"
Newport,Bedford,450,2.3,IDI599,06:24,Southampton
Coventry,London,487,5.9,LQY281,20:46,Newport
Coventry,Manchester,99,2.5,SWN151,16:21,
Coventry,Birmingham,343,4.7,KSQ782,10:34,"Middlesbrough, Portsmouth"
Coventry,Liverpool,350,5.1,KAM409,18:49,
Coventry,Leeds,247,2.3,TRL581,05:31,
Coventry,Sheffield,367,1.9,JRA864,02:33,"York, Basildon, Derby"
Coventry,Bristol,286,3.4,WEV632,00:53,Warrington
Coventry,Glasgow,362,5.6,MDI597,02:48,"Derby, Bedford, Newport, Bournemouth"
Coventry,Edinburgh,417,0.7,IXD438,00:16,"Dundee, Nottingham, Exeter, Colchester"
Coventry,Cardiff,467,5.8,VCG408,02:43,"Reading, Newcastle, Slough"
Coventry,Belfast,211,1.3,HIL325,17:38,"Exeter, Warrington, Leeds"
Coventry,Newcastle,390,2.6,OSE345,05:43,Wolverhampton
Coventry,Southampton,265,1.8,NQD847,08:38,"Huddersfield, Glasgow, Nottingham, Bournemouth, Warrington"
Coventry,Portsmouth,240,4.0,WGU790,01:37,"Woking, Newcastle, Stoke-on-Trent, Manchester, Birmingham"
Coventry,Nottingham,364,1.9,EGG546,20:29,
Coventry,Brighton,493,5.7,EED245,20:02,"Liverpool, Derby, Manchester, Brighton"
Coventry,Leicester,257,3.4,MTF329,01:29,"Cardiff, Brighton, Blackpool, Chelmsford, Nottingham"
Coventry,Oxford,351,6.0,RVT377,00:32,"Bristol, Cardiff"
Coventry,Cambridge,349,6.0,OJS693,04:03,
Coventry,York,411,5.5,HKQ266,01:39,"Birmingham, Reading"
Coventry,Aberdeen,239,0.7,MSS693,05:35,"Norwich, Bristol"
Coventry,Dundee,457,5.4,THG500,15:31,"Colchester, Stoke-on-Trent, Portsmouth, Bournemouth"
Coventry,Inverness,367,5.7,CBG903,21:36,Southampton
Coventry,Exeter,266,5.6,ZRU719,02:54,"Dundee, Plymouth, Inverness"
Coventry,Plymouth,151,2.8,UWB436,19:41,"Newcastle, Reading, Basildon, Edinburgh"
Coventry,Swansea,271,5.4,CLZ788,16:07,
Coventry,Newport,414,1.7,WJG487,15:16,"Reading, Colchester"
Coventry,Stoke-on-Trent,475,0.7,SAJ424,06:48,"Leicester, Middlesbrough"
Coventry,Wolverhampton,338,3.5,KKR770,21:54,
Coventry,Derby,247,1.6,EXX383,19:05,"Manchester, Middlesbrough"
Coventry,Norwich,425,1.3,BYU808,01:34,
Coventry,Blackpool,242,3.8,VTR680,07:41,
Coventry,Middlesbrough,491,4.3,GFM175,23:27,"Southampton, Luton"
Coventry,Bournemouth,202,4.2,MRQ287,05:19,Exeter
Coventry,Luton,51,0.7,SEV310,16:14,Huddersfield
Coventry,Reading,424,1.9,FRV715,16:18,"Huddersfield, Peterborough"
Coventry,Warrington,177,5.9,LMQ251,18:14,Bristol
Coventry,Peterborough,174,1.9,CWB312,06:43,"Manchester, Peterborough"
Coventry,Huddersfield,181,4.3,WBQ229,15:38,"Basildon, Wolverhampton, Southampton, Huddersfield"
Coventry,Slough,424,3.3,JWK844,05:15,"Brighton, Aberdeen, Luton, Peterborough"
Coventry,Basildon,98,2.6,SHK807,19:58,
Coventry,Chelmsford,296,0.5,GOF809,14:49,
Coventry,Colchester,80,1.0,UDB686,17:22,"Portsmouth, Brighton, Liverpool, Nottingham, Cambridge"
Coventry,Derry,341,3.1,NOZ875,18:00,"London, Brighton, Basildon"
Coventry,Woking,170,5.1,CQB900,21:49,"Reading, Derry, Inverness, Newcastle"
Coventry,Rotherham,68,5.6,ZKQ502,17:59,
Coventry,Bedford,154,5.1,GOH988,04:05,"Warrington, Sheffield, Norwich"
Stoke-on-Trent,London,316,4.8,EPD180,09:28,"Newport, Southampton, Rotherham, Plymouth"
Stoke-on-Trent,Manchester,294,3.9,ZIG278,20:25,"Newport, Nottingham, Aberdeen, Woking"
Stoke-on-Trent,Birmingham,85,5.1,RVK437,01:57,"Stoke-on-Trent, Cardiff"
Stoke-on-Trent,Liverpool,154,4.3,JGD224,10:01,"London, Dundee, Portsmouth"
Stoke-on-Trent,Leeds,388,4.0,UXF553,11:41,"Swansea, Derby, Coventry"
Stoke-on-Trent,Sheffield,310,4.8,CXD978,20:34,
Stoke-on-Trent,Bristol,104,1.5,RCO320,19:52,"York, Birmingham, Leeds, Colchester, Wolverhampton"
Stoke-on-Trent,Glasgow,105,3.1,HVK978,08:53,"Inverness, Chelmsford"
Stoke-on-Trent,Edinburgh,464,5.3,ZRG175,17:23,"Basildon, Leicester"
Stoke-on-Trent,Cardiff,216,2.3,IPZ631,01:18,"Cambridge, Wolverhampton, York, Stoke-on-Trent, Slough"
Stoke-on-Trent,Belfast,332,1.3,DGG395,10:10,"Wolverhampton, Derby"
Stoke-on-Trent,Newcastle,490,1.9,PJM956,19:02,"Norwich, Rotherham, Coventry, Newcastle"
Stoke-on-Trent,Southampton,187,3.1,RTS472,05:10,"York, Newport, Exeter"
Stoke-on-Trent,Portsmouth,75,0.6,ZGE738,08:14,"Colchester, Southampton"
Stoke-on-Trent,Nottingham,481,3.7,XNF820,10:20,"Coventry, Blackpool, Warrington, Manchester, London"
Stoke-on-Trent,Brighton,307,4.1,UJM387,22:13,
Stoke-on-Trent,Leicester,199,3.5,SPM312,18:53,
Stoke-on-Trent,Oxford,346,1.5,BJX464,10:30,"Derry, Wolverhampton, Cardiff, Exeter"
Stoke-on-Trent,Cambridge,465,2.2,OBE610,14:35,"Edinburgh, Bedford, Reading, Newport, Cardiff"
Stoke-on-Trent,York,181,4.2,MDY381,01:40,"Dundee, Birmingham, Cambridge, Luton"
Stoke-on-Trent,Aberdeen,414,1.2,UVN933,08:44,"Colchester, Wolverhampton, Oxford, Newport"
Stoke-on-Trent,Dundee,408,2.3,WJP831,14:38,"Luton, Belfast"
Stoke-on-Trent,Inverness,419,2.6,NOL662,03:32,"Manchester, Wolverhampton, Southampton, Bedford, Middlesbrough"
Stoke-on-Trent,Exeter,113,3.4,XHE591,12:41,"Middlesbrough, Leeds, Sheffield"
Stoke-on-Trent,Plymouth,144,1.8,VIP512,19:15,"London, Sheffield, Bedford, Luton, Coventry"
Stoke-on-Trent,Swansea,207,5.6,IHG341,18:28,London
Stoke-on-Trent,Newport,102,5.3,QLZ709,09:38,"Oxford, Cardiff, Birmingham, Peterborough"
Stoke-on-Trent,Coventry,346,4.9,MWH512,08:25,Peterborough
Stoke-on-Trent,Wolverhampton,121,5.9,VJF335,14:12,"Swansea, York, Bournemouth"
Stoke-on-Trent,Derby,442,2.6,XLZ973,10:52,"Huddersfield, Middlesbrough"
Stoke-on-Trent,Norwich,164,1.9,WYJ451,11:12,"Belfast, Bournemouth, Coventry, Nottingham"
Stoke-on-Trent,Blackpool,113,4.0,QTP182,00:51,Swansea
Stoke-on-Trent,Middlesbrough,139,2.4,ONK620,06:57,"Leicester, Cardiff, Reading, Birmingham"
Stoke-on-Trent,Bournemouth,255,4.2,GAO689,18:16,
Stoke-on-Trent,Luton,310,3.6,PFP195,11:36,Edinburgh
Stoke-on-Trent,Reading,200,1.1,EFO255,03:41,
Stoke-on-Trent,Warrington,110,1.0,NFV879,03:13,
Stoke-on-Trent,Peterborough,321,0.9,YVU334,19:28,"Slough, Huddersfield"
Stoke-on-Trent,Huddersfield,134,2.2,WNS747,02:47,"Southampton, Coventry, Oxford, Basildon, Birmingham"
Stoke-on-Trent,Slough,60,2.5,RHJ500,04:37,"Glasgow, Aberdeen, Dundee"
Stoke-on-Trent,Basildon,245,3.5,WHS454,17:54,"Chelmsford, Portsmouth"
Stoke-on-Trent,Chelmsford,200,0.8,GPU231,03:48,"Newport, Basildon, Southampton"
Stoke-on-Trent,Colchester,181,5.3,QAO153,02:23,"Huddersfield, Leeds, York, Exeter, Reading"
Stoke-on-Trent,Derry,375,1.8,QYY845,09:42,"Glasgow, Swansea, Wolverhampton, Edinburgh"
Stoke-on-Trent,Woking,105,2.2,OTT922,12:58,"Nottingham, Warrington, Plymouth, Slough"
Stoke-on-Trent,Rotherham,440,3.0,ZXK551,05:23,Cardiff
Stoke-on-Trent,Bedford,364,0.7,BCK724,23:53,
Wolverhampton,London,480,0.8,JYB350,12:13,Coventry
Wolverhampton,Manchester,469,2.5,XEQ649,03:17,
Wolverhampton,Birmingham,464,0.7,UBW377,13:30,"Brighton, Glasgow, Stoke-on-Trent"
Wolverhampton,Liverpool,347,3.0,FGG803,10:41,"Cardiff, Bournemouth"
Wolverhampton,Leeds,108,5.2,WUN425,18:42,
Wolverhampton,Sheffield,219,5.7,MFV735,21:40,"York, Oxford, Dundee, Manchester"
Wolverhampton,Bristol,228,2.6,MDF525,12:24,Brighton
